Facility Number,Facility Name,Region,District,Council,Facility Type
11090909,Ozzanne,Mbeya,Mbeya,Mbeya CC,Dispensary
11081401,P -Consultant,Dar es Salaam,Ilala,Ilala MC,Clinic - Other Clinic
11136406,P- Consultant medical clinic,Dar es Salaam,Ubungo,Ubungo MC,Clinic - Other Clinic
11300503,P-Consultant,Dar es Salaam,Kigamboni,Kigamboni MC,Health Labs - Level IA2 (Dispensary Laboratory)
11208409,P-Consultant Medical,Dar es Salaam,Kigamboni,Kigamboni MC,Clinic - Other Clinic
11326601,P.N,Dar es Salaam,Ubungo,Ubungo MC,Health Labs - Level IA2 (Dispensary Laboratory)
11250406,Pagae,Pwani,Rufiji,Kibiti DC,Dispensary
10695009,Pagwi,Tanga,Kilindi,Kilindi DC,Dispensary
10695205,Pahi,Dodoma,Kondoa,Kondoa DC,Dispensary
10695107,Pahi Govt,Dodoma,Kondoa,Kondoa DC,Dispensary
11215909,Pain management,Dar es Salaam,Ilala,Ilala MC,Clinic - Other Clinic
10695303,Paji,Simiyu,Meatu,Meatu DC,Dispensary
11147608,Palaka,Pwani,Kisarawe,Kisarawe DC,Dispensary
10695401,Palangawanu,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
11286501,Palex,Geita,Geita,Geita DC,Health Labs - Level IA2 (Dispensary Laboratory)
10695508,Pamila,Kigoma,Kigoma,Kigoma DC,Dispensary
11114304,Pamoja,Arusha,Arusha,Arusha DC,Dispensary
10695802,Panda Hill Secondary,Mbeya,Mbeya,Mbeya DC,Dispensary
10695900,Pandambili,Dodoma,Kongwa,Kongwa DC,Dispensary
10696008,Pandambili,Morogoro,Mvomero,Mvomero DC,Dispensary
10696106,Pande,Tanga,Tanga,Tanga CC,Dispensary
10696204,Pande,Lindi,Kilwa,Kilwa DC,Health Center
11133301,Pande,Pwani,Bagamoyo,Bagamoyo DC,Dispensary
10696302,Pande JWTZ,Tanga,Tanga,Tanga CC,Dispensary
10696400,Pangaboi,Lindi,Lindi,Lindi DC,Health Center
10696507,Pangale,Tabora,Sikonge,Sikonge DC,Dispensary
10696703,Pangani,Tanga,Pangani,Pangani DC,Hospital - District Hospital
10696801,Pangani Falls,Tanga,Muheza,Muheza DC,Dispensary
10696909,Pangaro,Kilimanjaro,Mwanga,Mwanga DC,Dispensary
11059506,Pangasega,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10697203,Pangawe JWTZ,Morogoro,Morogoro,Morogoro DC,Dispensary
10697105,Pangawe Kijijini,Morogoro,Morogoro,Morogoro DC,Dispensary
11127201,Panorama,Mwanza,Kwimba,Kwimba DC,Health Center
10697409,Panyakoo,Mara,Rorya,Rorya DC,Dispensary
11188608,Paradigms,Dar es Salaam,Ubungo,Ubungo MC,Health Center
10930406,Paradise,Mara,Musoma,Musoma MC,Health Labs - Level III single purpose Health Laboratory
11303001,Paradise,Kigoma,Kigoma,Kigoma Ujiji MC,Health Labs - Level IA2 (Dispensary Laboratory)
11306703,Paradise,Ruvuma,Mbinga,Mbinga TC,Health Labs - Level IA2 (Dispensary Laboratory)
11091007,Paradise Specialized,Mbeya,Mbeya,Mbeya CC,Dispensary
10697604,Paradiso,Ruvuma,Mbinga,Mbinga DC,Dispensary
11226906,Paramawe,Rukwa,Nkasi,Nkasi DC,Dispensary
10697702,Parane SDA,Kilimanjaro,Same,Same DC,Dispensary
10697800,Parangu,Ruvuma,Songea,Songea DC,Dispensary
10697908,Park- Nyigoti,Mara,Serengeti,Serengeti DC,Dispensary
11244209,Pasaka,Dar es Salaam,Temeke,Temeke MC,Dispensary
10698006,Pasiansi,Mwanza,Ilemela,Ilemela MC,Dispensary
10733904,Pasiansi SDA,Mwanza,Ilemela,Ilemela MC,Hospital - Hospital at District Level
10698104,Pasua,Kilimanjaro,Moshi,Moshi MC,Health Center
10947808,Patamela,Songwe,Songwe,Songwe DC,Dispensary
10698202,Patandi,Arusha,Arumeru,Meru DC,Dispensary
11283504,Patmo,Geita,Geita,Geita TC,Health Labs - Level IA2 (Dispensary Laboratory)
11340006,Patmo,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
11323409,Patmo,Mwanza,Ilemela,Ilemela MC,Dispensary
10698300,Pauline,Mbeya,Mbeya,Mbeya DC,Dispensary
11322703,PC,Tanga,Tanga,Tanga CC,Health Labs - Level IA2 (Dispensary Laboratory)
11327101,PCMC,Dar es Salaam,Ubungo,Ubungo MC,Health Labs - Level IA2 (Dispensary Laboratory)
11346304,PCMC,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
11483806,Pcmc polyclinic,Ruvuma,Mbinga,Mbinga DC,Clinic - Polyclinic
11266104,Peace,Geita,Geita,Geita DC,Maternity Home
11264801,Peace Eye,Dar es Salaam,Ilala,Ilala MC,Clinic - Optometry Clinic
11342004,Peace Prinmat,Geita,Geita,Geita TC,Maternity and Nursing Home
11342807,Pega,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
10698505,Peko Misegese,Morogoro,Mvomero,Mvomero DC,Dispensary
11426502,Pelina,Pwani,Kibaha,Kibaha TC,Health Labs - Level IA2 (Dispensary Laboratory)
11119407,Peluanda,Njombe,Njombe,Njombe TC,Dispensary
10698603,Pemba,Morogoro,Mvomero,Mvomero DC,Dispensary
11073107,Pembamnazi,Dar es Salaam,Kigamboni,Kigamboni MC,Dispensary
10698701,Pembamoto,Dodoma,Kongwa,Kongwa DC,Dispensary
11293904,Pembezone Optical Eye Care -,Njombe,Njombe,Njombe TC,Clinic - Optometry Clinic
11111101,Peninsula,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Dental Clinic
11378403,Pentekoste,Mbeya,Mbarali,Mbarali DC,Dispensary
10109303,Pentekoste Endasak,Manyara,Hanang,Hanang DC,Dispensary
11181605,Penuel,Dar es Salaam,Ilala,Ilala MC,Dispensary
11245707,Penzi,Shinyanga,Kahama,Kahama TC,Dispensary
11187208,Peramiho B,Ruvuma,Songea,Songea DC,Dispensary
11076809,Perfect Point Eye Centre,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Optometry Clinic
10699103,Perozi Prinmat,Mara,Tarime,Tarime DC,Maternity Home
11277708,Phaview (T) LTD,Dar es Salaam,Ilala,Ilala MC,Clinic - Optometry Clinic
11469207,Physiotherapy Centre,Dar es Salaam,Ilala,Ilala MC,Clinic - Physiotherapy Clinic
10699602,Pingalame,Dodoma,Kongwa,Kongwa DC,Dispensary
10699700,Pinyinyi,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10699906,Pito,Rukwa,Sumbawanga,Sumbawanga MC,Dispensary
10700002,Piyaya,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
11241701,Poa Arafa Charitable,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10700306,Poli,Arusha,Arumeru,Meru DC,Health Center
10700501,Police,Tabora,Tabora,Tabora MC,Dispensary
10700805,Police,Arusha,Arusha,Arusha CC,Dispensary
10700903,Police,Lindi,Lindi,Lindi MC,Dispensary
10701001,Police,Pwani,Kibaha,Kibaha TC,Dispensary
10702000,Police,Singida,Singida,Singida MC,Dispensary
11360608,Police,Shinyanga,Kahama,Kahama TC,Dispensary
10700707,Police,Iringa,Iringa,Iringa MC,Dispensary
10700609,Police,Mtwara,Mtwara,Mtwara MC,Dispensary
10701706,Police,Kigoma,Kigoma,Kigoma Ujiji MC,Dispensary
10701109,Police Central,Dodoma,Dodoma,Dodoma MC,Health Center
10701207,Police FFU,Morogoro,Morogoro,Morogoro MC,Dispensary
11103904,Police Kidatu,Morogoro,Kilombero,Mlimba DC,Dispensary
10701403,Police Line,Kilimanjaro,Moshi,Moshi MC,Dispensary
10702108,Polisi,Manyara,Babati,Babati TC,Dispensary
10701902,Polisi,Rukwa,Sumbawanga,Sumbawanga MC,Dispensary
10702304,Pombwe,Pwani,Rufiji,Kibiti DC,Dispensary
10702402,Pomerin,Iringa,Kilolo,Kilolo DC,Dispensary
10702509,Pongwe,Tanga,Tanga,Tanga CC,Health Center
10702607,Pongwekiona,Pwani,Bagamoyo,Chalinze DC,Dispensary
10702705,Pongwemsungura,Pwani,Bagamoyo,Chalinze DC,Dispensary
10702803,Potwe,Tanga,Muheza,Muheza DC,Dispensary
10702901,Poverty Africa Kitunda charitable,Dar es Salaam,Ilala,Ilala MC,Dispensary
11436902,Premier,Kagera,Missenyi,Missenyi DC,Health Labs - Level IA2 (Dispensary Laboratory)
10703205,Premier care Clinic,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Polyclinic
11312509,Pride,Singida,Singida,Singida MC,Health Labs - Level IA2 (Dispensary Laboratory)
11225505,Pride woman's,Singida,Singida,Singida MC,Clinic - Other Clinic
10703401,Prime Care,Dar es Salaam,Ilala,Ilala MC,Dispensary
10703303,Prime Care,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
11016900,Prin Matt,Morogoro,Morogoro,Morogoro MC,Maternity Home
11354303,Prince,Arusha,Arusha,Arusha CC,Health Labs - Level IA2 (Dispensary Laboratory)
10703508,Prince Saud,Dar es Salaam,Ilala,Ilala MC,Health Center
11262304,Princes,Mbeya,Mbeya,Mbeya CC,Health Labs - Level III single purpose Health Laboratory
10890501,Prinmart Huduma,Kagera,Bukoba,Bukoba MC,Maternity Home
11178806,PRINMAT,Geita,Bukombe,Bukombe DC,Maternity Home
10890002,Prinmat Ekisha,Kagera,Bukoba,Bukoba MC,Maternity Home
11095600,Prinmat Muse,Mwanza,Nyamagana,Nyamagana MC,Maternity and Nursing Home
10966207,Prison,Mara,Tarime,Tarime TC,Dispensary
10972209,Prison,Tanga,Pangani,Pangani DC,Dispensary
11455800,Prosatra Yombo,Dar es Salaam,Temeke,Temeke MC,Dispensary
11482406,Protus CRCT,Kilimanjaro,Mwanga,Mwanga DC,Dispensary
11279902,Public Hope,Tabora,Nzega,Nzega DC,Maternity and Nursing Home
10703704,Puge,Tabora,Nzega,Nzega DC,Dispensary
11281301,Pugu,Simiyu,Bariadi,Bariadi DC,Dispensary
10703900,Pugu Kajiungeni,Dar es Salaam,Ilala,Ilala MC,Health Center
11313205,Puma,Singida,Ikungi,Ikungi DC,Health Labs - Level IA2 (Dispensary Laboratory)
10704008,Puma,Singida,Ikungi,Ikungi DC,Dispensary
10704302,Pwaga,Dodoma,Mpwapwa,Mpwapwa DC,Health Center
10704400,Qameyu,Manyara,Babati,Babati DC,Dispensary
10704507,Qangded,Arusha,Karatu,Karatu DC,Dispensary
10704605,Qaru,Arusha,Karatu,Karatu DC,Dispensary
10704703,Qash,Manyara,Babati,Babati DC,Dispensary
11483209,Qualitas polyclinic,Dar es Salaam,Kigamboni,Kigamboni MC,Clinic - Polyclinic
11331506,Quality,Mwanza,Nyamagana,Nyamagana MC,Health Labs - Level IA2 (Dispensary Laboratory)
11422301,Quality,Dodoma,Dodoma,Dodoma MC,Health Labs - Level IA2 (Dispensary Laboratory)
11363106,Qube,Arusha,Arusha,Arusha CC,Health Labs - Level IA2 (Dispensary Laboratory)
10704909,Queen of Universal,Singida,Ikungi,Ikungi DC,Hospital - Hospital at District Level
10705203,Qurus,Arusha,Karatu,Karatu DC,Dispensary
11352001,R&B,Dar es Salaam,Temeke,Temeke MC,Health Labs - Level IA2 (Dispensary Laboratory)
11429705,R&H,Pwani,Kibaha,Kibaha TC,Health Labs - Level IA2 (Dispensary Laboratory)
11338206,R.M,Mwanza,Nyamagana,Nyamagana MC,Health Labs - Level IA2 (Dispensary Laboratory)
11256106,RA Kidney Care,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Other Clinic
10705301,Raa,Kilimanjaro,Mwanga,Mwanga DC,Dispensary
10485307,Rabinsia Memorial,Dar es Salaam,Kinondoni,Kinondoni MC,Hospital - Hospital at Zonal Level
11449006,Rad Tech,Dar es Salaam,Temeke,Temeke MC,Clinic - Polyclinic
10705409,Radienya,Mara,Rorya,Rorya DC,Dispensary
11204001,Radtech,Dar es Salaam,Ilala,Ilala MC,Clinic - Specialized Polyclinic
10876901,Raha,Mtwara,Mtwara,Mtwara MC,Dispensary
11125203,Raha Leo,Ruvuma,Mbinga,Mbinga DC,Dispensary
11396205,Rahma,Geita,Chato,Chato DC,Dispensary
11057802,Rahma,Dar es Salaam,Ubungo,Ubungo MC,Clinic - Dental Clinic
11316809,Rahman Optical Centre,Morogoro,Morogoro,Morogoro MC,Clinic - Optometry Clinic
10705604,Railway,Dodoma,Dodoma,Dodoma MC,Dispensary
11456202,Rainbow,Mwanza,Nyamagana,Nyamagana MC,Clinic - Medical Clinic
10964003,Ramadhani,Njombe,Njombe,Njombe TC,Dispensary
11237609,Ramshan,Mtwara,Tandahimba,Tandahimba DC,Dispensary
10705800,Rangwi Government,Tanga,Lushoto,Lushoto DC,Dispensary
10705908,Rangwi Mission,Tanga,Lushoto,Lushoto DC,Dispensary
11219308,Rani Dental,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Dental Clinic
11469305,Rannah Dental,Dar es Salaam,Ilala,Ilala MC,Clinic - Dental Clinic
10706006,Rao,Mara,Rorya,Rorya DC,Hospital - Hospital at District Level
10978604,Raranya,Mara,Rorya,Rorya DC,Dispensary
10706104,Rasheed,Tanga,Tanga,Tanga CC,Dispensary
11433004,Rashid,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
10706202,Rau,Kilimanjaro,Moshi,Moshi MC,Dispensary
10706300,Rauya,Kilimanjaro,Moshi,Moshi DC,Dispensary
11348204,Rayma's,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
11275906,Rays Eye Centre,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Optometry Clinic
11258809,RC Health Care,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10706505,RC Iyunga,Mbeya,Mbeya,Mbeya CC,Health Center
10706809,RC Mission,Simiyu,Meatu,Meatu DC,Dispensary
11042800,RC/Kndege,Morogoro,Morogoro,Morogoro MC,Dispensary
10563801,RCH A Morotonga,Mara,Serengeti,Serengeti DC,Dispensary
11255802,Rebu,Mara,Tarime,Tarime TC,Health Labs - Level III single purpose Health Laboratory
10870006,Red Cross Humanitarian,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10411609,Red Cross Makole,Dodoma,Dodoma,Dodoma MC,Dispensary
11263606,Regency,Dar es Salaam,Ilala,Ilala MC,Clinic - Other Clinic
10707602,Regency Medical Centre,Dar es Salaam,Ilala,Ilala MC,Hospital - Hospital at Zonal Level
11369707,Reha RC,Kilimanjaro,Rombo,Rombo DC,Dispensary
10707808,Rehema,Mtwara,Newala,Newala TC,Health Center
11369208,Rehema COGI,Manyara,Mbulu,Mbulu DC,Dispensary
10708004,Rehemtulla,Dar es Salaam,Ilala,Ilala MC,Dispensary
11343600,Rehoboth,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
11432103,Rehoboth,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
11275602,Reliance,Morogoro,Morogoro,Morogoro MC,Health Labs - Level IA2 (Dispensary Laboratory)
11445000,Remtulla,Tabora,Tabora,Tabora MC,Health Labs - Level IA2 (Dispensary Laboratory)
10708200,Remung'orori,Mara,Serengeti,Serengeti DC,Dispensary
11348302,RESA,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
11234700,Resa Medical,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic
11354704,Respect,Arusha,Arusha,Arusha CC,Health Labs - Level IA2 (Dispensary Laboratory)
11263009,Revive,Dar es Salaam,Ilala,Ilala MC,Clinic - Other Clinic
11459209,Reyna Polyclinic and Dialysis Centre,Kilimanjaro,Moshi,Moshi MC,Clinic - Dialysis Clinic
10708308,Rhotia,Arusha,Karatu,Karatu DC,Health Center
11271508,Ribe Medical,Dar es Salaam,Ilala,Ilala MC,Dispensary
11376904,Richidadi Laboratory,Iringa,Mafinga,Mafinga TC,Health Labs - Level IA2 (Dispensary Laboratory)
11459904,Ridge,Shinyanga,Kahama,Msalala DC,Dispensary
10708601,Rigicha,Mara,Serengeti,Serengeti DC,Dispensary
10025509,Rika,Kilimanjaro,Same,Same DC,Dispensary
11432407,Rika,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
11070501,Riroda public,Manyara,Babati,Babati DC,Dispensary
11328609,River Crest,Dar es Salaam,Ilala,Ilala MC,Clinic - Super specialized clinic
11430506,RM,Dar es Salaam,Temeke,Temeke MC,Health Labs - Level IA2 (Dispensary Laboratory)
10709209,Robanda,Mara,Serengeti,Serengeti DC,Health Center
11367406,Rock city,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
11398604,Rombo District Council,Kilimanjaro,Rombo,Rombo DC,Hospital - District Hospital
10709904,Rongai,Kilimanjaro,Rombo,Rombo DC,Dispensary
10710000,Ronsoti,Mara,Tarime,Tarime TC,Dispensary
11255900,Rorya,Mara,Musoma,Musoma MC,Health Labs
10181000,Rorya,Mara,Rorya,Rorya DC,Hospital - District Hospital
11378207,Rosemystica,Tabora,Nzega,Nzega TC,Dispensary
11322008,Rosha,Tanga,Tanga,Tanga CC,Health Labs - Level IA2 (Dispensary Laboratory)
11092300,Rosmini,Tanga,Tanga,Tanga CC,Dispensary
11285003,Rowinda,Geita,Geita,Geita TC,Health Labs - Level IA2 (Dispensary Laboratory)
11312607,Royal,Singida,Iramba,Iramba DC,Health Labs - Level IA2 (Dispensary Laboratory)
11408504,Royal,Mwanza,Ilemela,Ilemela MC,Hospital - Hospital at District Level
11453508,Royal,Mara,Musoma,Musoma MC,Clinic - Polyclinic
11136503,Royal Green Cross,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11466503,Royal Medical,Dar es Salaam,Ilala,Ilala MC,Dispensary
10710402,Rozana,Mara,Tarime,Tarime DC,Dispensary
10710509,Roziminium,Tanga,Korogwe,Korogwe DC,Health Center
11419208,RS Eye Care,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Optometry Clinic
11135005,RTS Kihangaiko,Pwani,Bagamoyo,Chalinze DC,Health Center
11105403,Ruaha,Morogoro,Kilosa,Kilosa DC,Dispensary
11273409,Ruaha Darajani,Morogoro,Kilosa,Kilosa DC,Dispensary
10710803,Ruaha Mbuyuni,Iringa,Kilolo,Kilolo DC,Dispensary
10710901,Ruaha Mission,Morogoro,Kilosa,Kilosa DC,Dispensary
10711009,Ruaha RC,Morogoro,Ulanga,Ulanga DC,Dispensary
11130901,Ruanda,Ruvuma,Mbinga,Mbinga DC,Dispensary
10711205,Ruanda,Songwe,Mbozi,Mbozi DC,Dispensary
10711606,Ruanda,Ruvuma,Mbinga,Mbinga DC,Hospital - Hospital at District Level
10711303,Ruanda,Mbeya,Mbeya,Mbeya CC,Health Center
10711401,Ruanda Chuo,Mbeya,Mbeya,Mbeya CC,Dispensary
10711508,Ruanda II,Mbeya,Mbeya,Mbeya DC,Dispensary
10711704,Ruanda Prison,Mbeya,Mbeya,Mbeya CC,Dispensary
11482102,Ruangwa,Lindi,Ruangwa,Ruangwa DC,Hospital - District Hospital
10711802,Ruangwa Mjini,Lindi,Ruangwa,Ruangwa DC,Health Center
10711900,Ruaruke,Pwani,Rufiji,Kibiti DC,Dispensary
10712204,Rubale,Kagera,Bukoba,Bukoba DC,Health Center
11207008,Rubale,Kagera,Karagwe,Karagwe DC,Dispensary
10712302,Rubeho,Morogoro,Gairo,Gairo DC,Dispensary
10361306,Rubondo,Geita,Geita,Geita DC,Dispensary
10712400,Rubya,Mwanza,Ukerewe,Ukerewe DC,Dispensary
10712507,Rubya,Kagera,Muleba,Muleba DC,Hospital - Council Designated Hospital
10712605,Rudewa,Morogoro,Kilosa,Kilosa DC,Dispensary
10712703,Rudi,Dodoma,Mpwapwa,Mpwapwa DC,Health Center
10712909,Rugambwa,Kagera,Bukoba,Bukoba MC,Dispensary
10713007,Rugando,Kagera,Muleba,Muleba DC,Dispensary
10713105,Ruganzo,Kagera,Ngara,Ngara DC,Dispensary
10713203,Ruganzu,Kagera,Biharamulo,Biharamulo DC,Dispensary
10713301,Rugasha,Kagera,Kyerwa,Kyerwa DC,Dispensary
10713409,Rugaze,Kagera,Bukoba,Bukoba DC,Dispensary
10713506,Rugu,Kagera,Karagwe,Karagwe DC,Dispensary
10713604,Rugunga,Kigoma,Kibondo,Kibondo DC,Dispensary
10713702,Ruhanga,Kagera,Muleba,Muleba DC,Dispensary
10713800,Ruhatwe,Lindi,Kilwa,Kilwa DC,Dispensary
10713908,Ruhembe,Morogoro,Kilosa,Kilosa DC,Dispensary
10714006,Ruhita,Kagera,Karagwe,Karagwe DC,Dispensary
10714104,Ruhita,Kigoma,Kasulu,Kasulu TC,Dispensary
10863407,RUHITA,Kagera,Kyerwa,Kyerwa DC,Dispensary
10714202,Ruhu,Mara,Rorya,Rorya DC,Dispensary
10714408,Ruhunga,Kagera,Bukoba,Bukoba DC,Dispensary
10714603,Ruhuwiko JWTZ,Ruvuma,Songea,Songea MC,Dispensary
10714701,Ruiwa,Mbeya,Mbarali,Mbarali DC,Dispensary
10714809,Rujewa Muslim,Mbeya,Mbarali,Mbarali DC,Dispensary
11391905,Rukale,Kagera,Karagwe,Karagwe DC,Dispensary
10714907,Rukaragata,Kagera,Biharamulo,Biharamulo DC,Health Center
11114000,Rukoma,Kigoma,Uvinza,Uvinza DC,Dispensary
10715201,Rukuba,Mara,Musoma,Musoma DC,Dispensary
10854907,Rukulaijo,Kagera,Kyerwa,Kyerwa DC,Dispensary
10952604,Rukwa,Songwe,Songwe,Songwe DC,Dispensary
10715309,Rulenge,Kagera,Ngara,Ngara DC,Hospital - Hospital at District Level
10715407,Rumashi,Kigoma,Kakonko,Kakonko DC,Dispensary
11317407,Rumi,Morogoro,Morogoro,Morogoro MC,Clinic - Optometry Clinic
10715602,Runazi,Kagera,Biharamulo,Biharamulo DC,Dispensary
10715700,Rundugai,Kilimanjaro,Hai,Hai DC,Dispensary
10715808,Runere,Mwanza,Kwimba,Kwimba DC,Dispensary
10715906,Rung'abure,Mara,Serengeti,Serengeti DC,Dispensary
10716004,Rungemba,Iringa,Mafinga,Mafinga TC,Dispensary
10716102,Rungungu,Pwani,Rufiji,Kibiti DC,Dispensary
10716200,Rungwa,Singida,Manyoni,Itigi DC,Dispensary
11175006,Rungwa,Songwe,Ileje,Ileje DC,Dispensary
10716308,Rungwe Mission,Mbeya,Rungwe,Rungwe DC,Dispensary
10716406,Rungwe Mpya,Kigoma,Kasulu,Kasulu DC,Dispensary
10716503,Ruo,Lindi,Lindi,Lindi DC,Dispensary
11399809,Rupenda,Kagera,Biharamulo,Biharamulo DC,Dispensary
10716601,Ruponda,Lindi,Nachingwea,Nachingwea DC,Dispensary
10716709,Rupungwi,Pwani,Bagamoyo,Chalinze DC,Dispensary
10716807,Ruruma,Singida,Iramba,Iramba DC,Dispensary
10716905,Rusaba,Kigoma,Buhigwe,Buhigwe DC,Dispensary
10717003,Rusesa,Kigoma,Kasulu,Kasulu DC,Health Center
11178708,RUSH,Kigoma,Kigoma,Kigoma Ujiji MC,Dispensary
10717101,Rushungi,Lindi,Kilwa,Kilwa DC,Dispensary
10717209,Rushwa,Kagera,Muleba,Muleba DC,Dispensary
10717307,Rusimbi,Kigoma,Kigoma,Kigoma Ujiji MC,Dispensary
10717405,Rusohoko,Kigoma,Kibondo,Kibondo DC,Dispensary
10717502,Rusoli,Mara,Musoma,Musoma DC,Dispensary
10717600,Rusumo,Kagera,Ngara,Ngara DC,Dispensary
10717806,Rutamba,Lindi,Lindi,Lindi DC,Health Center
11093808,Ruvu Darajani,Pwani,Bagamoyo,Chalinze DC,Dispensary
10718100,Ruvu JKT,Pwani,Kibaha,Kibaha DC,Health Center
10848103,Ruvu Kombo,Kilimanjaro,Same,Same DC,Dispensary
10718208,Ruvu Marwa,Kilimanjaro,Same,Same DC,Dispensary
10718306,Ruvu Mferejini,Kilimanjaro,Same,Same DC,Dispensary
10718404,Ruvu Remit,Manyara,Simanjiro,Simanjiro DC,Dispensary
10718501,Ruvu Sec,Pwani,Kibaha,Kibaha DC,Dispensary
10718609,Ruvu Station,Pwani,Kibaha,Kibaha DC,Dispensary
10754301,Ruvuma,Ruvuma,Songea,Songea MC,Hospital - Regional Referral Hospital
11358504,Ruvuma,Pwani,Kibaha,Kibaha TC,Health Center
11366906,Ruvuma,Ruvuma,Songea,Songea MC,Health Center
11388802,Ruvuma,Ruvuma,Namtumbo,Namtumbo DC,Dispensary
11241408,Ruvuma,Ruvuma,Songea,Songea MC,Dispensary
11434502,Ruvuma Muslim Education Development Trust Fund,Ruvuma,Songea,Songea MC,Dispensary
10718707,Ruvumachini,Ruvuma,Mbinga,Mbinga TC,Dispensary
10718805,Ruwe,Pwani,Rufiji,Rufiji DC,Dispensary
10718903,Ruzinga,Kagera,Missenyi,Missenyi DC,Dispensary
10719001,Rwabwere,Kagera,Kyerwa,Kyerwa DC,Dispensary
10719109,Rwambaizi,Kagera,Karagwe,Karagwe DC,Health Center
10719207,Rwamchanga,Mara,Serengeti,Serengeti DC,Dispensary
10719305,Rwamishenye,Kagera,Bukoba,Bukoba MC,Health Center
10719403,Rwamkoma,Mara,Butiama,Butiama DC,Dispensary
10719500,Rwamkoma JKT,Mara,Butiama,Butiama DC,Dispensary
10719608,Rwamlimi,Mara,Musoma,Musoma MC,Dispensary
10719706,Rwamulumba,Kagera,Bukoba,Bukoba DC,Dispensary
10719902,Rwang'enyi,Mara,Rorya,Rorya DC,Dispensary
10719804,Rwanga KMT,Mara,Musoma,Musoma DC,Dispensary
10720008,Rwantege,Kagera,Muleba,Muleba DC,Dispensary
10316302,Rwasereta,Mara,Butiama,Butiama DC,Dispensary
11437901,Rwegasila,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
10720106,Rweje,Lindi,Nachingwea,Nachingwea DC,Dispensary
10720204,Rwele,Kagera,Kyerwa,Kyerwa DC,Dispensary
10720400,Rwenkende,Kagera,Kyerwa,Kyerwa DC,Dispensary
10720507,Rwigembe,Kagera,Muleba,Muleba DC,Dispensary
10720605,Rwimbogo,Kagera,Ngara,Ngara DC,Dispensary
10720801,Ryamisanga,Mara,Butiama,Butiama DC,Dispensary
10720703,Ryamugabo,Mara,Butiama,Butiama DC,Dispensary
11274505,RZ,Morogoro,Morogoro,Morogoro MC,Health Labs - Level IA2 (Dispensary Laboratory)
10720909,S.D.A.,Tabora,Urambo,Urambo DC,Dispensary
11177601,S.T Joseph Dental,Tanga,Lushoto,Lushoto DC,Clinic - Dental Clinic
10722300,Saadani,Pwani,Bagamoyo,Chalinze DC,Dispensary
10721203,Saawe,Kilimanjaro,Hai,Hai DC,Dispensary
10721604,Sabasaba,Kilimanjaro,Moshi,Moshi MC,Dispensary
10721506,Sabasaba,Morogoro,Morogoro,Morogoro MC,Health Center
10721301,Sabasaba,Iringa,Iringa,Iringa MC,Dispensary
11108302,Sabasabini,Shinyanga,Kahama,Ushetu DC,Dispensary
10721702,Sabato,Mtwara,Mtwara,Mtwara MC,Dispensary
11123508,Sabeeve prinmat,Geita,Geita,Geita TC,Maternity Home
11271401,Sabel,Dar es Salaam,Ilala,Ilala MC,Clinic - Other Clinic
10851508,Sabilo,Manyara,Babati,Babati TC,Dispensary
10721800,Sabilo,Manyara,Babati,Babati DC,Dispensary
11258104,Sabina,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - General Clinic
10721908,SABODO,Mtwara,Mtwara,Mtwara DC,Dispensary
10722104,SACHITA,Mara,Tarime,Tarime TC,Health Center
